source_type,platform,task_id,script_id,guardian_id,utm_content,metric,category,collection_status,source_url,primary_source,required_proof,zero_allowed,decision_gate,writeback_target,blocked_by
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,site_clicks,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,quiz_starts,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,quiz_completions,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,guardian_result_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,"Website event catalog: guardian_resume_primary, guardian_resume_profile, home_resume_guardian, guide_resume_guardian, guardian_map_card",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,resources_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,"Website event catalog: quiz_result_supply_route, home_resume_supply_route, guardian_hero_supply_route, supply_quick_route, supply_entry_routes, home_saved_pack_link, supply_pack_link",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,repair_plan_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,"Website event catalog: quiz_result_repair_plan, home_resume_repair_plan, repair_resume_plan, practice_card_repair_plan",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,luna_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,"Website event catalog: quiz_result_luna, home_resume_luna, guardian_resume_luna, luna_offer_resources, luna_use_case_action, home_saved_pack_luna, supply_pack_luna",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,keepsake_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,"Website event catalog: quiz_result_keepsake, home_resume_keepsake, keepsake_resume_story_open, practice_card_supply_route",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,free_keepsake_downloads,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,"Website event catalog: free_keepsake_download, collector_story_download, keepsake_resume_story_download, practice_card_print, home_saved_pack_free_keepsake, supply_pack_free_keepsake",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,supply_lead_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,luna_pack_clicks,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,affiliate_book_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,"Website event catalog: supply_route_affiliate_book, quiz_result_affiliate_book, repair_guardian_affiliate_book, repair_resume_affiliate_book",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s10-claire-tired,lt-s10-claire-tired,claire,claire_tired,contact_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=claire_tired,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,views,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,likes,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,comments,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,shares,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,profile_clicks,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,site_clicks,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,quiz_starts,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,quiz_completions,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,guardian_result_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,"Website event catalog: guardian_resume_primary, guardian_resume_profile, home_resume_guardian, guide_resume_guardian, guardian_map_card",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,resources_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,"Website event catalog: quiz_result_supply_route, home_resume_supply_route, guardian_hero_supply_route, supply_quick_route, supply_entry_routes, home_saved_pack_link, supply_pack_link",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,repair_plan_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,"Website event catalog: quiz_result_repair_plan, home_resume_repair_plan, repair_resume_plan, practice_card_repair_plan",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,luna_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,"Website event catalog: quiz_result_luna, home_resume_luna, guardian_resume_luna, luna_offer_resources, luna_use_case_action, home_saved_pack_luna, supply_pack_luna",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,keepsake_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,"Website event catalog: quiz_result_keepsake, home_resume_keepsake, keepsake_resume_story_open, practice_card_supply_route",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,free_keepsake_downloads,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,"Website event catalog: free_keepsake_download, collector_story_download, keepsake_resume_story_download, practice_card_print, home_saved_pack_free_keepsake, supply_pack_free_keepsake",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,supply_lead_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,luna_pack_clicks,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,affiliate_book_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,"Website event catalog: supply_route_affiliate_book, quiz_result_affiliate_book, repair_guardian_affiliate_book, repair_resume_affiliate_book",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s15-dora-after-conflict,lt-s15-dora-after-conflict,dora,dora_after_conflict,contact_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_after_conflict,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,views,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,likes,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,comments,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,shares,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,profile_clicks,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,site_clicks,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,quiz_starts,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,quiz_completions,site_conversion,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,Website analytics or event log filtered by tracked_url / utm_content.,"post/profile URL, tracked UTM, analytics date window, and proof note.",yes_after_site_source_check,weekly_review_minimum_kpi,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,guardian_result_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,"Website event catalog: guardian_resume_primary, guardian_resume_profile, home_resume_guardian, guide_resume_guardian, guardian_map_card",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,resources_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,"Website event catalog: quiz_result_supply_route, home_resume_supply_route, guardian_hero_supply_route, supply_quick_route, supply_entry_routes, home_saved_pack_link, supply_pack_link",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,repair_plan_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,"Website event catalog: quiz_result_repair_plan, home_resume_repair_plan, repair_resume_plan, practice_card_repair_plan",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,luna_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,"Website event catalog: quiz_result_luna, home_resume_luna, guardian_resume_luna, luna_offer_resources, luna_use_case_action, home_saved_pack_luna, supply_pack_luna",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,keepsake_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,"Website event catalog: quiz_result_keepsake, home_resume_keepsake, keepsake_resume_story_open, practice_card_supply_route",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,free_keepsake_downloads,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,"Website event catalog: free_keepsake_download, collector_story_download, keepsake_resume_story_download, practice_card_print, home_saved_pack_free_keepsake, supply_pack_free_keepsake",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,supply_lead_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,luna_pack_clicks,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,affiliate_book_clicks,route_interest,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,"Website event catalog: supply_route_affiliate_book, quiz_result_affiliate_book, repair_guardian_affiliate_book, repair_resume_affiliate_book",site event count or checked-zero proof note tied to the same UTM row.,yes_after_site_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s14-dora-consent,lt-s14-dora-consent,dora,dora_consent,contact_requests,lead_or_revenue_intent,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_consent,lead-intake-tracker.csv plus traceable consent/evidence; optional matching UTM attribution.,"real user request, explicit_reply_ok consent, traceable email/thread/proof note, and safe notes without raw sensitive content.",no_without_review,lead_demand_or_offer_gate,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,dora_distance,views,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,dora_distance,likes,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,dora_distance,comments,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,dora_distance,shares,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
shorts,all,publish-lt-s13-dora-distance,lt-s13-dora-distance,dora,dora_distance,profile_clicks,platform_engagement,blocked_until_public_post_url,https://lovetypes.tw/start/?utm_source=shorts&utm_medium=social&utm_campaign=first_round_quiz_completion&utm_content=dora_distance,Platform analytics screen for the published post or profile link.,public post/profile URL plus analytics screenshot or checked proof note.,yes_after_public_source_check,route_learning,platform-kpi-tracker.csv first; kpi-tracker.csv weekly rollup,post URL is not written back
